TradingDate,log_return
2022-06-30,0.016349138001529526
2022-07-31,-0.16411001973001677
2022-08-31,-0.04403392662963746
2022-09-30,-0.11607217125275432
2022-10-31,-0.11394425934921776
2022-11-30,0.06669137449867234
2022-12-31,-0.01626052087178026
2023-01-31,-0.008230499136515745
2023-02-28,-0.05085841723349129
2023-03-31,-0.08149303425118301
2023-04-30,-0.03846628082779624
2023-05-31,0.07550755250814513
2023-06-30,0.05310982531394831
2023-07-31,0.40546510810816433
2023-08-31,0.25704510298989075
2023-09-30,-0.26109350093077677
2023-10-31,-0.3239720738569815
2023-11-30,0.3364722366212132
2023-12-31,-0.006230549750636145
2024-01-31,-0.044735893841391594
2024-02-29,-1.726049858596923e-16
2024-03-31,-0.06062462181643489
2024-04-30,-0.028170876966696363
2024-05-31,0.10821358464023315
2024-06-30,-0.08701137698963002
2024-07-31,-0.06500483030899598
2024-08-31,0.02941388520629336
2024-09-30,0.06995858860690997
2024-10-31,-0.055569851154810786
2024-11-30,0.1823215567939547
2024-12-31,-0.04879016416943203
2025-01-31,0.0723206615796259
2025-02-28,0.03989132902730197
2025-03-31,-0.05158736879049333
2025-04-30,0.02325686216426738
2025-05-31,0.25704510298989114
2025-06-30,0.05889864124798541
