TradingDate,log_return
2022-06-30,0.03873723764571108
2022-07-31,0.04887240439317184
2022-08-31,-0.0182577685735649
2022-09-30,-0.04628075256400659
2022-10-31,-0.08223809823697222
2022-11-30,-0.034887259000440596
2022-12-31,0.11712535723741296
2023-01-31,1.1275702593849246e-16
2023-02-28,-3.642919299551295e-16
2023-03-31,-0.026668247082160874
2023-04-30,0.052643733485422325
2023-05-31,0.03196235070295813
2023-06-30,-0.02006756305080942
2023-07-31,0.026668247082161454
2023-08-31,-0.02329556260352216
2023-09-30,-0.025576841789649512
2023-10-31,-0.008673081253428697
2023-11-30,-0.1380212978973743
2023-12-31,0.009950330853168005
2024-01-31,0.12981161152199083
2024-02-29,0.008658062743114555
2024-03-31,-0.01563889388445484
2024-04-30,-0.0411139227079943
2024-05-31,0.09871373937788977
2024-06-30,0.05255725073867628
2024-07-31,-0.0542450148523957
2024-08-31,-0.027398974188114593
2024-09-30,-0.010471299867295445
2024-10-31,-0.05037035938894982
2024-11-30,0.012809406627291124
2024-12-31,0.02038995570304922
2025-01-31,-0.018519047767237146
2025-02-28,0.07557551961209304
2025-03-31,-0.051566979560084165
2025-04-30,0.05156697956008391
2025-05-31,0.03741933160734978
2025-06-30,0.02310333782076197
