TradingDate,log_return
2022-06-30,-0.3934271295486845
2022-07-31,-0.015504186535966469
2022-08-31,-0.01839736513971337
2022-09-30,-0.1792801358721417
2022-10-31,-0.06016852146645241
2022-11-30,-0.21062533295680644
2022-12-31,-0.10482902481353207
2023-01-31,0.1874447903301238
2023-02-28,0.05151353445010812
2023-03-31,0.03696519423347136
2023-04-30,0.039530838756635704
2023-05-31,0.1508228897345835
2023-06-30,0.13394797250973894
2023-07-31,0.09500510439334134
2023-08-31,-0.05644131090495213
2023-09-30,-0.08058048665933917
2023-10-31,-0.15066027488748934
2023-11-30,0.059188871390330106
2023-12-31,0.011428695823623007
2024-01-31,-0.03861483612777991
2024-02-29,0.015625317903080582
2024-03-31,0.09248731272162007
2024-04-30,-0.152385454302689
2024-05-31,0.18369235892773356
2024-06-30,-0.13157635778871937
2024-07-31,-0.13353139262452257
2024-08-31,0.0039690312425481895
2024-09-30,0.004842624475788072
2024-10-31,-0.12104923344300436
2024-11-30,0.006521762246386981
2024-12-31,-0.052263143566460696
2025-01-31,-0.055145935801096245
2025-02-28,0.1330789380507836
2025-03-31,-0.014893892338734085
2025-04-30,-0.17527250485654083
2025-05-31,0.07225346409027242
2025-06-30,-0.005069719350250674
