TradingDate,log_return
2022-06-30,-0.2314423541289084
2022-07-31,-0.03080342409743499
2022-08-31,0.3215836241274619
2022-09-30,-0.27663223626519584
2022-10-31,-0.4165149442947493
2022-11-30,0.03278982282299088
2022-12-31,-0.1953087523207659
2023-01-31,0.12861737782209315
2023-02-28,-0.16862271243579297
2023-03-31,0.09716374845364746
2023-04-30,0.23052365861183186
2023-05-31,0.21130909366720688
2023-06-30,0.046520015634892706
2023-07-31,0.30178667863332265
2023-08-31,0.13117167894006387
2023-09-30,-0.03174869831458015
2023-10-31,-0.3776303091147209
2023-11-30,0.23947997063390303
2023-12-31,0.07145896398214421
2024-01-31,-0.10919929196499237
2024-02-29,0.05608946665104314
2024-03-31,0.10354067894083985
2024-04-30,-0.229310066229874
2024-05-31,0.07924937165414062
2024-06-30,0.01605080820018396
2024-07-31,-0.09737416402517636
2024-08-31,-0.022989518224698642
2024-09-30,0.0565122102633424
2024-10-31,0.01092907053219076
2024-11-30,1.43982048506075e-16
2024-12-31,0.17869178874337568
2025-01-31,0.044451762570833595
2025-02-28,0.07534943724178662
2025-03-31,-0.08408311721054153
2025-04-30,-2.914335439641036e-16
2025-05-31,0.05951044915939102
2025-06-30,0.009132483563272474
