TradingDate,log_return
2022-06-30,-0.4746071109055107
2022-07-31,0.33359177375585874
2022-08-31,0.06738902190497705
2022-09-30,-0.12936672218087442
2022-10-31,0.24590053843682563
2022-11-30,-0.35667494393873217
2022-12-31,-8.326672684688674e-17
2023-01-31,0.08205729266547654
2023-02-28,0.032347833865519156
2023-03-31,-0.15150167165568146
2023-04-30,0.04820210181787769
2023-05-31,0.08455738802806295
2023-06-30,6.245004513516506e-17
2023-07-31,0.013423020332140328
2023-08-31,-0.03804806763753009
2023-09-30,0.051293294387550356
2023-10-31,0.013072081567352796
2023-11-30,0.0
2023-12-31,0.11518225395632603
2024-01-31,0.04019718975141297
2024-02-29,-0.040147068013411905
2024-03-31,0.2255502913447746
2024-04-30,-0.4547361571149472
2024-05-31,0.3321338350226146
2024-06-30,-0.02197890671877523
2024-07-31,0.09531017980432477
2024-08-31,-0.0020222453807678953
2024-09-30,0.0020222453807678706
2024-10-31,-3.2959746043559335e-17
2024-11-30,0.010050335853501458
2024-12-31,0.001998002662673058
2025-01-31,0.022439591942498574
2025-02-28,0.09439148428725211
2025-03-31,0.04668711397265331
2025-04-30,0.017391742711869045
2025-05-31,-0.05857930111848375
2025-06-30,-0.02218205552597477
