TradingDate,log_return
2022-06-30,-0.16551443847757336
2022-07-31,-0.04082199452025449
2022-08-31,-0.06425168755192114
2022-09-30,0.026072240309775153
2022-10-31,-0.07241257756847709
2022-11-30,-0.2400846640030279
2022-12-31,-0.08381867188307138
2023-01-31,0.048009219186360585
2023-02-28,-0.12169693497751988
2023-03-31,-0.06689423483003051
2023-04-30,-0.03195159980660253
2023-05-31,0.3383258052705359
2023-06-30,-0.12825433552367885
2023-07-31,0.04206517145847456
2023-08-31,-0.03174869831458043
2023-09-30,-0.2353140869344651
2023-10-31,0.07847161544149528
2023-11-30,0.07859027459322122
2023-12-31,-0.011696039763191175
2024-01-31,-0.042048236243499626
2024-02-29,0.03021377859649657
2024-03-31,0.09097177820572687
2024-04-30,0.005420067469339013
2024-05-31,-0.06130052586379569
2024-06-30,0.06130052586379556
2024-07-31,0.010805481336375456
2024-08-31,-0.10775286129644576
2024-09-30,0.052490182621396944
2024-10-31,-0.04652001563489259
2024-11-30,0.04082199452025508
2024-12-31,-0.1343480525310783
2025-01-31,0.025807883955872503
2025-02-28,0.09704578914947075
2025-03-31,-0.06569525926539503
2025-04-30,-0.05064373281875472
2025-05-31,8.326672684688674e-17
2025-06-30,0.0
