TradingDate,log_return
2022-06-30,0.05396447701945751
2022-07-31,-0.05218575317057031
2022-08-31,-0.01438873745209997
2022-09-30,-0.040671039730928074
2022-10-31,0.018692133012152626
2022-11-30,-0.1053605156578264
2022-12-31,0.048202101817877686
2023-01-31,5.551115123125783e-17
2023-02-28,-0.06062462181643468
2023-03-31,-0.12405264866997896
2023-04-30,0.04157642684574009
2023-05-31,0.29710489110944055
2023-06-30,-0.080926490320544
2023-07-31,0.10536051565782639
2023-08-31,0.017094433359299978
2023-09-30,0.030052345066402086
2023-10-31,0.08509067397084098
2023-11-30,0.0839856560730928
2023-12-31,0.03009803115727952
2024-01-31,0.07526248450054708
2024-02-29,-2.688821387764051e-16
2024-03-31,0.029558802241544335
2024-04-30,0.009661910911736956
2024-05-31,-0.007295022263882053
2024-06-30,-0.0150756624054477
2024-07-31,0.07320340402329524
2024-08-31,0.011696039763191425
2024-09-30,-0.016413029641329856
2024-10-31,0.07292523990467252
2024-11-30,-0.017738824337381626
2024-12-31,0.1120495038086227
2025-01-31,0.14842000511827314
2025-02-28,0.14126006999618046
2025-03-31,-0.06015691683620533
2025-04-30,-0.09911588793556492
2025-05-31,0.08431474614203037
2025-06-30,-0.0969617078427979
