TradingDate,log_return
2022-06-30,0.0727931869952831
2022-07-31,0.12313268540362698
2022-08-31,0.04762804898925088
2022-09-30,0.06744128079553517
2022-10-31,-0.36290549368936514
2022-11-30,0.3121741181549339
2022-12-31,-2.7755575615628914e-16
2023-01-31,-0.02547908530098486
2023-02-28,-0.2476345713225056
2023-03-31,-0.05959209720224529
2023-04-30,0.20544397421480884
2023-05-31,-0.05884050002293337
2023-06-30,0.08744575703326783
2023-07-31,0.08223809823697227
2023-08-31,-0.1260407208953652
2023-09-30,0.14099514850452308
2023-10-31,-0.029199154692262284
2023-11-30,-2.1510571102112408e-16
2023-12-31,-0.0074349784875180625
2024-01-31,0.007434978487518139
2024-02-29,0.10536051565782634
2024-03-31,0.12516314295400596
2024-04-30,-0.07955263170195331
2024-05-31,-0.07263918363997146
2024-06-30,0.26866680633829365
2024-07-31,0.1043128466253825
2024-08-31,-0.014252022707201613
2024-09-30,-0.03406655456360609
2024-10-31,0.03883983331626395
2024-11-30,-0.03979146370573134
2024-12-31,0.0655146071106266
2025-01-31,0.04296603588344352
2025-02-28,0.04119575643826721
2025-03-31,-0.009009069942365982
2025-04-30,-0.04630456804168633
2025-05-31,0.0774874954783743
2025-06-30,-0.058707600826777964
