TradingDate,log_return
2022-06-30,-0.018118962582475494
2022-07-31,0.0640109558391304
2022-08-31,0.027327660228376495
2022-09-30,-0.1810386829810653
2022-10-31,-0.27849364639737434
2022-11-30,0.05149652576717505
2022-12-31,-0.0019323677510536298
2023-01-31,0.12868407339019736
2023-02-28,-0.10384994135245945
2023-03-31,0.06748229718158433
2023-04-30,0.03976323317201301
2023-05-31,0.015139061215684372
2023-06-30,0.07708469638545082
2023-07-31,0.05853133322498483
2023-08-31,0.005813969865419922
2023-09-30,-0.024946267946577103
2023-10-31,-0.19458064289744398
2023-11-30,0.06295785015248126
2023-12-31,0.07507602644035744
2024-01-31,0.08294126042754796
2024-02-29,0.20001267082828758
2024-03-31,0.11936156794943323
2024-04-30,-0.020181247859799044
2024-05-31,0.03921247488934325
2024-06-30,-0.006403437035206711
2024-07-31,-0.004291852081540849
2024-08-31,0.004291852081541434
2024-09-30,0.0357556490477346
2024-10-31,-0.012474174225175619
2024-11-30,-0.012631746905900507
2024-12-31,0.043530188457135084
2025-01-31,0.004048588526000252
2025-02-28,0.053109825313948575
2025-03-31,0.05225069034387765
2025-04-30,-0.04461706548880679
2025-05-31,0.1465170549721879
2025-06-30,-0.004938281640582548
